LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
10.0,0.1,0.0,0.01,183,23,6.9333,0.151,245
1.0,10.0,0.01,0.01,151,0,8.8333,0.1672,317
1.0,10.0,0.01,0.01,151,1,9.0,0.1677,322
1.0,10.0,0.01,0.01,151,2,7.8,0.1882,287
1.0,10.0,0.01,0.01,151,3,10.0333,0.1354,347
1.0,10.0,0.01,0.01,151,4,8.5,0.1021,284
1.0,10.0,0.01,0.01,151,5,8.8,0.1429,308
1.0,10.0,0.01,0.01,151,6,9.0,0.1524,315
1.0,10.0,0.01,0.01,151,7,9.6,0.1446,332
1.0,10.0,0.01,0.01,151,8,9.1,0.1531,320
1.0,10.0,0.01,0.01,151,9,9.6333,0.136,331
1.0,10.0,0.01,0.01,151,10,8.4667,0.1215,288
1.0,10.0,0.01,0.01,151,11,8.6667,0.1677,310
1.0,10.0,0.01,0.01,151,12,7.9333,0.147,279
1.0,10.0,0.01,0.01,151,13,8.3667,0.1409,291
1.0,10.0,0.01,0.01,151,14,8.9667,0.1383,311
1.0,10.0,0.01,0.01,151,15,7.8667,0.1324,272
1.0,10.0,0.01,0.01,151,16,8.2667,0.1329,286
1.0,10.0,0.01,0.01,151,17,8.4,0.1162,284
1.0,10.0,0.01,0.01,151,18,8.6667,0.1395,301
1.0,10.0,0.01,0.01,151,19,9.6333,0.1351,333
1.0,10.0,0.01,0.01,151,20,9.2667,0.1352,318
1.0,10.0,0.01,0.01,151,21,8.6,0.1551,303
1.0,10.0,0.01,0.01,151,22,9.1667,0.1469,320
1.0,10.0,0.01,0.01,151,23,7.1,0.1587,252
10.0,0.01,0.001,0.0001,165,0,6.3667,0.2083,240
10.0,0.01,0.001,0.0001,165,1,6.1,0.2288,236
10.0,0.01,0.001,0.0001,165,2,5.0667,0.2598,204
10.0,0.01,0.001,0.0001,165,3,7.9333,0.1455,275
10.0,0.01,0.001,0.0001,165,4,5.1333,0.1639,183
10.0,0.01,0.001,0.0001,165,5,6.1,0.2043,230
10.0,0.01,0.001,0.0001,165,6,5.9,0.1691,207
10.0,0.01,0.001,0.0001,165,7,6.4667,0.209,244
10.0,0.01,0.001,0.0001,165,8,6.3,0.1931,233
10.0,0.01,0.001,0.0001,165,9,6.2333,0.1842,228
10.0,0.01,0.001,0.0001,165,10,5.2667,0.1875,192
10.0,0.01,0.001,0.0001,165,11,6.7667,0.2201,259
10.0,0.01,0.001,0.0001,165,12,5.6333,0.1796,206
10.0,0.01,0.001,0.0001,165,13,6.4333,0.1752,234
10.0,0.01,0.001,0.0001,165,14,6.4333,0.1838,234
10.0,0.01,0.001,0.0001,165,15,5.1667,0.1436,181
10.0,0.01,0.001,0.0001,165,16,4.5333,0.1953,169
10.0,0.01,0.001,0.0001,165,17,5.2667,0.1746,189
10.0,0.01,0.001,0.0001,165,18,4.5,0.2241,174
10.0,0.01,0.001,0.0001,165,19,5.1,0.2176,193
10.0,0.01,0.001,0.0001,165,20,6.4667,0.1923,234
10.0,0.01,0.001,0.0001,165,21,5.6667,0.2186,215
10.0,0.01,0.001,0.0001,165,22,6.1333,0.2179,234
10.0,0.01,0.001,0.0001,165,23,5.3,0.1929,197
10.0,0.01,0.01,0.01,171,0,8.5,0.1295,278
10.0,0.01,0.01,0.01,171,1,8.9,0.1211,289
10.0,0.01,0.01,0.01,171,2,8.6667,0.1272,283
10.0,0.01,0.01,0.01,171,3,9.0,0.1195,293
10.0,0.01,0.01,0.01,171,4,9.0667,0.0707,283
10.0,0.01,0.01,0.01,171,5,8.6333,0.1107,280
10.0,0.01,0.01,0.01,171,6,8.5,0.1115,278
10.0,0.01,0.01,0.01,171,7,8.7667,0.1064,282
10.0,0.01,0.01,0.01,171,8,9.0667,0.1088,294
10.0,0.01,0.01,0.01,171,9,9.3333,0.1017,295
10.0,0.01,0.01,0.01,171,10,8.3667,0.1033,271
10.0,0.01,0.01,0.01,171,11,9.0,0.1279,297
10.0,0.01,0.01,0.01,171,12,8.3333,0.1123,276
10.0,0.01,0.01,0.01,171,13,8.8667,0.0954,283
10.0,0.01,0.01,0.01,171,14,8.0667,0.1047,258
10.0,0.01,0.01,0.01,171,15,8.8,0.058,276
10.0,0.01,0.01,0.01,171,16,8.4,0.0858,268
10.0,0.01,0.01,0.01,171,17,8.4,0.0858,268
10.0,0.01,0.01,0.01,171,18,8.6,0.0899,278
10.0,0.01,0.01,0.01,171,19,8.4333,0.1136,273
10.0,0.01,0.01,0.01,171,20,8.9,0.1088,285
10.0,0.01,0.01,0.01,171,21,9.5333,0.068,294
10.0,0.01,0.01,0.01,171,22,9.1333,0.101,287
10.0,0.01,0.01,0.01,171,23,8.4333,0.0982,275
100.0,0.1,0.1,0.001,274,0,6.9,0.1781,247
100.0,0.1,0.1,0.001,274,1,6.5333,0.2114,246
100.0,0.1,0.1,0.001,274,2,4.8667,0.2434,189
100.0,0.1,0.1,0.001,274,3,9.4667,0.1429,329
100.0,0.1,0.1,0.001,274,4,4.5333,0.1625,160
100.0,0.1,0.1,0.001,274,5,5.5333,0.199,206
100.0,0.1,0.1,0.001,274,6,5.8667,0.1818,209
100.0,0.1,0.1,0.001,274,7,6.6333,0.1818,242
100.0,0.1,0.1,0.001,274,8,5.6667,0.2066,213
100.0,0.1,0.1,0.001,274,9,8.2667,0.1429,287
100.0,0.1,0.1,0.001,274,10,4.7333,0.1802,172
100.0,0.1,0.1,0.001,274,11,7.3,0.1818,264
100.0,0.1,0.1,0.001,274,12,4.6333,0.2035,172
100.0,0.1,0.1,0.001,274,13,6.7333,0.1755,245
100.0,0.1,0.1,0.001,274,14,5.7,0.1972,213
100.0,0.1,0.1,0.001,274,15,3.5333,0.2482,141
100.0,0.1,0.1,0.001,274,16,3.7333,0.2432,148
100.0,0.1,0.1,0.001,274,17,4.6,0.1941,170
100.0,0.1,0.1,0.001,274,18,4.6,0.2047,171
100.0,0.1,0.1,0.001,274,19,4.7,0.2303,178
100.0,0.1,0.1,0.001,274,20,7.0667,0.1579,247
100.0,0.1,0.1,0.001,274,21,5.1333,0.2284,197
100.0,0.1,0.1,0.001,274,22,6.8,0.1595,232
100.0,0.1,0.1,0.001,274,23,4.0667,0.2293,157
1.0,0.1,0.001,0.001,106,0,7.2333,0.1794,262
1.0,0.1,0.001,0.001,106,1,7.3667,0.2007,274
1.0,0.1,0.001,0.001,106,2,7.4333,0.1798,267
1.0,0.1,0.001,0.001,106,3,7.9,0.1691,278
1.0,0.1,0.001,0.001,106,4,7.4,0.1129,248
1.0,0.1,0.001,0.001,106,5,6.9667,0.168,250
1.0,0.1,0.001,0.001,106,6,7.7,0.1587,271
1.0,0.1,0.001,0.001,106,7,7.4667,0.1654,266
1.0,0.1,0.001,0.001,106,8,7.6667,0.1487,269
1.0,0.1,0.001,0.001,106,9,8.2,0.1604,293
1.0,0.1,0.001,0.001,106,10,7.5667,0.1323,257
1.0,0.1,0.001,0.001,106,11,7.9667,0.1828,290
1.0,0.1,0.001,0.001,106,12,7.7,0.1326,264
1.0,0.1,0.001,0.001,106,13,7.6,0.1472,265
1.0,0.1,0.001,0.001,106,14,8.3667,0.1404,285
1.0,0.1,0.001,0.001,106,15,7.1333,0.1235,243
1.0,0.1,0.001,0.001,106,16,7.1333,0.1417,247
1.0,0.1,0.001,0.001,106,17,7.0,0.1322,242
1.0,0.1,0.001,0.001,106,18,7.2333,0.1502,253
1.0,0.1,0.001,0.001,106,19,7.2333,0.1787,263
1.0,0.1,0.001,0.001,106,20,7.9667,0.1505,279
1.0,0.1,0.001,0.001,106,21,7.0667,0.1739,253
1.0,0.1,0.001,0.001,106,22,7.4667,0.1597,263
1.0,0.1,0.001,0.001,106,23,6.9333,0.1516,244
10.0,10.0,0.001,0.001,226,0,10.0667,0.1493,355
10.0,10.0,0.001,0.001,226,1,9.5,0.1672,341
10.0,10.0,0.001,0.001,226,2,8.5667,0.1867,316
10.0,10.0,0.001,0.001,226,3,9.9667,0.129,341
10.0,10.0,0.001,0.001,226,4,7.7333,0.1343,268
10.0,10.0,0.001,0.001,226,5,8.6333,0.1485,303
10.0,10.0,0.001,0.001,226,6,10.2,0.1461,356
10.0,10.0,0.001,0.001,226,7,10.0333,0.1481,351
10.0,10.0,0.001,0.001,226,8,9.0333,0.1584,322
10.0,10.0,0.001,0.001,226,9,10.2667,0.1225,351
10.0,10.0,0.001,0.001,226,10,8.4,0.1345,290
10.0,10.0,0.001,0.001,226,11,9.2667,0.1731,335
10.0,10.0,0.001,0.001,226,12,8.0,0.1464,280
10.0,10.0,0.001,0.001,226,13,8.5,0.1424,295
10.0,10.0,0.001,0.001,226,14,9.3,0.152,329
10.0,10.0,0.001,0.001,226,15,6.9667,0.1504,246
10.0,10.0,0.001,0.001,226,16,8.2667,0.1448,290
10.0,10.0,0.001,0.001,226,17,8.4667,0.139,295
10.0,10.0,0.001,0.001,226,18,8.7,0.1386,303
10.0,10.0,0.001,0.001,226,19,10.3667,0.1275,353
10.0,10.0,0.001,0.001,226,20,10.2667,0.1257,350
10.0,10.0,0.001,0.001,226,21,9.3,0.142,324
10.0,10.0,0.001,0.001,226,22,9.3667,0.1529,327
10.0,10.0,0.001,0.001,226,23,7.4,0.1597,263
100.0,1.0,1.0,0.1,300,0,7.3333,0.1787,263
100.0,1.0,1.0,0.1,300,1,7.6333,0.1728,272
100.0,1.0,1.0,0.1,300,2,5.7,0.2294,218
100.0,1.0,1.0,0.1,300,3,9.6333,0.1184,321
100.0,1.0,1.0,0.1,300,4,6.2333,0.1327,211
100.0,1.0,1.0,0.1,300,5,6.8667,0.1734,248
100.0,1.0,1.0,0.1,300,6,6.9667,0.1707,246
100.0,1.0,1.0,0.1,300,7,8.0667,0.1434,279
100.0,1.0,1.0,0.1,300,8,7.5333,0.1679,268
100.0,1.0,1.0,0.1,300,9,9.0,0.1438,313
100.0,1.0,1.0,0.1,300,10,6.8667,0.1429,238
100.0,1.0,1.0,0.1,300,11,8.3333,0.1689,296
100.0,1.0,1.0,0.1,300,12,6.3333,0.1703,229
100.0,1.0,1.0,0.1,300,13,8.1667,0.1408,284
100.0,1.0,1.0,0.1,300,14,6.9333,0.1713,251
100.0,1.0,1.0,0.1,300,15,5.8,0.1792,212
100.0,1.0,1.0,0.1,300,16,5.5,0.1872,203
100.0,1.0,1.0,0.1,300,17,6.2667,0.1422,218
100.0,1.0,1.0,0.1,300,18,6.2667,0.1507,219
100.0,1.0,1.0,0.1,300,19,6.3333,0.1718,227
100.0,1.0,1.0,0.1,300,20,7.3333,0.1686,261
100.0,1.0,1.0,0.1,300,21,6.5,0.188,234
100.0,1.0,1.0,0.1,300,22,7.8333,0.1321,265
100.0,1.0,1.0,0.1,300,23,6.2,0.1786,224
1.0,10.0,0.1,0.001,154,0,9.6667,0.1407,334
1.0,10.0,0.1,0.001,154,1,9.5,0.1676,340
1.0,10.0,0.1,0.001,154,2,8.6667,0.1783,314
1.0,10.0,0.1,0.001,154,3,9.8333,0.1382,340
1.0,10.0,0.1,0.001,154,4,8.4667,0.1032,281
1.0,10.0,0.1,0.001,154,5,8.6667,0.1342,298
1.0,10.0,0.1,0.001,154,6,9.6667,0.1534,339
1.0,10.0,0.1,0.001,154,7,9.6,0.1559,340
1.0,10.0,0.1,0.001,154,8,9.3333,0.1446,325
1.0,10.0,0.1,0.001,154,9,10.5667,0.1247,361
1.0,10.0,0.1,0.001,154,10,9.0667,0.1234,308
1.0,10.0,0.1,0.001,154,11,9.1667,0.1605,324
1.0,10.0,0.1,0.001,154,12,8.1,0.1479,284
1.0,10.0,0.1,0.001,154,13,8.5667,0.137,292
1.0,10.0,0.1,0.001,154,14,9.3667,0.1308,321
1.0,10.0,0.1,0.001,154,15,7.8,0.1343,268
1.0,10.0,0.1,0.001,154,16,9.0333,0.1258,310
1.0,10.0,0.1,0.001,154,17,8.8667,0.1311,305
1.0,10.0,0.1,0.001,154,18,9.2667,0.1266,316
1.0,10.0,0.1,0.001,154,19,10.1,0.1297,347
1.0,10.0,0.1,0.001,154,20,9.7667,0.1295,332
1.0,10.0,0.1,0.001,154,21,9.2667,0.1398,322
1.0,10.0,0.1,0.001,154,22,9.3333,0.1489,329
1.0,10.0,0.1,0.001,154,23,8.0333,0.1459,281
10.0,0.01,0.01,0.0001,169,0,6.1333,0.2193,228
10.0,0.01,0.01,0.0001,169,1,5.9667,0.2426,235
10.0,0.01,0.01,0.0001,169,2,5.2333,0.2642,212
10.0,0.01,0.01,0.0001,169,3,7.6,0.1716,268
10.0,0.01,0.01,0.0001,169,4,5.0333,0.1778,180
10.0,0.01,0.01,0.0001,169,5,6.4333,0.1822,236
10.0,0.01,0.01,0.0001,169,6,6.2,0.1847,222
10.0,0.01,0.01,0.0001,169,7,6.9,0.1694,248
10.0,0.01,0.01,0.0001,169,8,6.7333,0.177,243
10.0,0.01,0.01,0.0001,169,9,7.8667,0.1391,266
10.0,0.01,0.01,0.0001,169,10,6.0,0.1408,206
10.0,0.01,0.01,0.0001,169,11,7.0667,0.2105,266
10.0,0.01,0.01,0.0001,169,12,6.4,0.1435,223
10.0,0.01,0.01,0.0001,169,13,6.9,0.1452,241
10.0,0.01,0.01,0.0001,169,14,6.5667,0.1588,233
10.0,0.01,0.01,0.0001,169,15,5.2667,0.1551,187
10.0,0.01,0.01,0.0001,169,16,5.2667,0.1771,192
10.0,0.01,0.01,0.0001,169,17,5.1667,0.1809,188
10.0,0.01,0.01,0.0001,169,18,5.1,0.2,190
10.0,0.01,0.01,0.0001,169,19,5.9667,0.1814,215
10.0,0.01,0.01,0.0001,169,20,6.6333,0.1867,241
10.0,0.01,0.01,0.0001,169,21,6.3,0.1897,232
10.0,0.01,0.01,0.0001,169,22,7.2667,0.1621,253
10.0,0.01,0.01,0.0001,169,23,5.3,0.2,195
1.0,10.0,0.001,0.1,148,0,7.3333,0.1866,268
1.0,10.0,0.001,0.1,148,1,7.6,0.2007,284
1.0,10.0,0.001,0.1,148,2,6.6667,0.2095,253
1.0,10.0,0.001,0.1,148,3,8.5333,0.1473,292
1.0,10.0,0.001,0.1,148,4,6.8667,0.1458,240
1.0,10.0,0.001,0.1,148,5,7.9,0.1486,276
1.0,10.0,0.001,0.1,148,6,8.1,0.1519,283
1.0,10.0,0.001,0.1,148,7,7.4667,0.1784,269
1.0,10.0,0.001,0.1,148,8,7.8,0.1738,282
1.0,10.0,0.001,0.1,148,9,7.7,0.1493,268
1.0,10.0,0.001,0.1,148,10,7.4667,0.1395,258
1.0,10.0,0.001,0.1,148,11,7.7667,0.1837,283
1.0,10.0,0.001,0.1,148,12,7.3333,0.1451,255
1.0,10.0,0.001,0.1,148,13,8.2667,0.1246,281
1.0,10.0,0.001,0.1,148,14,8.3333,0.1453,289
1.0,10.0,0.001,0.1,148,15,7.2667,0.132,250
1.0,10.0,0.001,0.1,148,16,7.2667,0.1349,252
1.0,10.0,0.001,0.1,148,17,7.1667,0.1365,249
1.0,10.0,0.001,0.1,148,18,7.2667,0.1496,254
1.0,10.0,0.001,0.1,148,19,7.1,0.168,256
1.0,10.0,0.001,0.1,148,20,7.4667,0.1629,264
1.0,10.0,0.001,0.1,148,21,7.7667,0.1767,283
1.0,10.0,0.001,0.1,148,22,7.6333,0.1509,265
1.0,10.0,0.001,0.1,148,23,7.6667,0.1321,265
10.0,1.0,0.0,0.1,204,0,7.6333,0.1728,272
10.0,1.0,0.0,0.1,204,1,7.5667,0.1747,269
10.0,1.0,0.0,0.1,204,2,6.9,0.1897,253
10.0,1.0,0.0,0.1,204,3,8.2333,0.1503,286
10.0,1.0,0.0,0.1,204,4,6.8333,0.1261,230
10.0,1.0,0.0,0.1,204,5,7.2333,0.1562,256
10.0,1.0,0.0,0.1,204,6,7.2667,0.1647,255
10.0,1.0,0.0,0.1,204,7,7.4333,0.1641,262
10.0,1.0,0.0,0.1,204,8,7.1667,0.1542,253
10.0,1.0,0.0,0.1,204,9,7.5667,0.1661,271
10.0,1.0,0.0,0.1,204,10,7.2333,0.1301,246
10.0,1.0,0.0,0.1,204,11,8.0,0.1719,285
10.0,1.0,0.0,0.1,204,12,7.1,0.1457,247
10.0,1.0,0.0,0.1,204,13,7.6667,0.1434,265
10.0,1.0,0.0,0.1,204,14,7.5333,0.139,259
10.0,1.0,0.0,0.1,204,15,7.5,0.1,250
10.0,1.0,0.0,0.1,204,16,7.0,0.1393,244
10.0,1.0,0.0,0.1,204,17,6.4333,0.1609,230
10.0,1.0,0.0,0.1,204,18,7.0,0.1149,235
10.0,1.0,0.0,0.1,204,19,6.6667,0.1588,233
10.0,1.0,0.0,0.1,204,20,7.0667,0.1626,246
10.0,1.0,0.0,0.1,204,21,7.2333,0.1365,249
10.0,1.0,0.0,0.1,204,22,6.8667,0.1667,240
10.0,1.0,0.0,0.1,204,23,6.9333,0.1339,239
1.0,10.0,1.0,0.1,160,0,7.8333,0.1744,281
1.0,10.0,1.0,0.1,160,1,7.8,0.1895,285
1.0,10.0,1.0,0.1,160,2,6.8,0.1984,252
1.0,10.0,1.0,0.1,160,3,8.6333,0.1661,307
1.0,10.0,1.0,0.1,160,4,6.9667,0.1308,237
1.0,10.0,1.0,0.1,160,5,7.7,0.1569,274
1.0,10.0,1.0,0.1,160,6,7.3333,0.1602,256
1.0,10.0,1.0,0.1,160,7,7.5667,0.171,269
1.0,10.0,1.0,0.1,160,8,7.1667,0.1839,261
1.0,10.0,1.0,0.1,160,9,8.0333,0.1505,279
1.0,10.0,1.0,0.1,160,10,7.7333,0.1283,265
1.0,10.0,1.0,0.1,160,11,7.5667,0.1861,274
1.0,10.0,1.0,0.1,160,12,7.5667,0.1341,261
1.0,10.0,1.0,0.1,160,13,7.8667,0.1365,271
1.0,10.0,1.0,0.1,160,14,7.8667,0.1527,275
1.0,10.0,1.0,0.1,160,15,7.0,0.1364,242
1.0,10.0,1.0,0.1,160,16,6.7667,0.1513,238
1.0,10.0,1.0,0.1,160,17,6.9,0.1308,237
1.0,10.0,1.0,0.1,160,18,7.8,0.1333,270
1.0,10.0,1.0,0.1,160,19,7.7,0.1439,264
1.0,10.0,1.0,0.1,160,20,7.5333,0.166,265
1.0,10.0,1.0,0.1,160,21,8.0333,0.1555,283
1.0,10.0,1.0,0.1,160,22,7.8333,0.1558,276
1.0,10.0,1.0,0.1,160,23,7.0,0.144,243
100.0,1.0,0.1,0.001,294,0,8.2667,0.1621,290
100.0,1.0,0.1,0.001,294,1,8.3667,0.1755,302
100.0,1.0,0.1,0.001,294,2,6.2333,0.2094,234
100.0,1.0,0.1,0.001,294,3,10.2,0.1261,349
100.0,1.0,0.1,0.001,294,4,5.8333,0.13,200
100.0,1.0,0.1,0.001,294,5,7.0,0.16,250
100.0,1.0,0.1,0.001,294,6,8.1667,0.1621,290
100.0,1.0,0.1,0.001,294,7,8.7667,0.1466,307
100.0,1.0,0.1,0.001,294,8,7.3667,0.1667,264
100.0,1.0,0.1,0.001,294,9,9.6333,0.1299,331
100.0,1.0,0.1,0.001,294,10,6.1,0.1651,218
100.0,1.0,0.1,0.001,294,11,8.9333,0.1429,308
100.0,1.0,0.1,0.001,294,12,5.9667,0.1538,208
100.0,1.0,0.1,0.001,294,13,7.1,0.168,256
100.0,1.0,0.1,0.001,294,14,8.0667,0.1544,285
100.0,1.0,0.1,0.001,294,15,4.7,0.1706,170
100.0,1.0,0.1,0.001,294,16,5.2,0.2081,197
100.0,1.0,0.1,0.001,294,17,6.1667,0.1553,219
100.0,1.0,0.1,0.001,294,18,6.0667,0.1659,217
100.0,1.0,0.1,0.001,294,19,7.2333,0.1622,259
100.0,1.0,0.1,0.001,294,20,8.6667,0.1284,296
100.0,1.0,0.1,0.001,294,21,7.2333,0.166,259
100.0,1.0,0.1,0.001,294,22,8.6,0.1472,299
100.0,1.0,0.1,0.001,294,23,5.9,0.1579,209
100.0,1.0,0.01,0.001,290,0,8.0667,0.1678,286
100.0,1.0,0.01,0.001,290,1,8.2667,0.1739,299
100.0,1.0,0.01,0.001,290,2,6.2333,0.2119,236
100.0,1.0,0.01,0.001,290,3,10.1333,0.1268,347
100.0,1.0,0.01,0.001,290,4,5.7667,0.1313,198
100.0,1.0,0.01,0.001,290,5,7.2333,0.1523,256
100.0,1.0,0.01,0.001,290,6,8.3333,0.1599,294
100.0,1.0,0.01,0.001,290,7,8.3,0.1593,295
100.0,1.0,0.01,0.001,290,8,7.4,0.1815,270
100.0,1.0,0.01,0.001,290,9,9.8,0.1254,335
100.0,1.0,0.01,0.001,290,10,5.7,0.1787,207
100.0,1.0,0.01,0.001,290,11,8.5667,0.1556,302
100.0,1.0,0.01,0.001,290,12,6.0667,0.1564,211
100.0,1.0,0.01,0.001,290,13,7.0667,0.1654,254
100.0,1.0,0.01,0.001,290,14,8.2,0.1522,289
100.0,1.0,0.01,0.001,290,15,4.3,0.1938,160
100.0,1.0,0.01,0.001,290,16,5.7333,0.1731,208
100.0,1.0,0.01,0.001,290,17,6.4333,0.1504,226
100.0,1.0,0.01,0.001,290,18,6.3333,0.1674,227
100.0,1.0,0.01,0.001,290,19,7.3333,0.1473,258
100.0,1.0,0.01,0.001,290,20,9.0667,0.1096,301
100.0,1.0,0.01,0.001,290,21,7.2333,0.1731,260
100.0,1.0,0.01,0.001,290,22,8.4,0.1453,289
100.0,1.0,0.01,0.001,290,23,5.6,0.1566,198
0.1,0.1,0.01,0.1,32,0,7.8333,0.129,248
0.1,0.1,0.01,0.1,32,1,7.4333,0.1492,248
0.1,0.1,0.01,0.1,32,2,8.7667,0.0787,267
0.1,0.1,0.01,0.1,32,3,8.4,0.1231,268
0.1,0.1,0.01,0.1,32,4,8.1,0.0814,258
0.1,0.1,0.01,0.1,32,5,8.2333,0.1077,260
0.1,0.1,0.01,0.1,32,6,8.0,0.0992,252
0.1,0.1,0.01,0.1,32,7,8.2,0.1418,275
0.1,0.1,0.01,0.1,32,8,8.5667,0.0974,267
0.1,0.1,0.01,0.1,32,9,8.2,0.1065,263
0.1,0.1,0.01,0.1,32,10,7.9,0.0782,243
0.1,0.1,0.01,0.1,32,11,8.5667,0.1172,273
0.1,0.1,0.01,0.1,32,12,8.7667,0.0812,271
0.1,0.1,0.01,0.1,32,13,7.7333,0.1008,248
0.1,0.1,0.01,0.1,32,14,8.7,0.0906,276
0.1,0.1,0.01,0.1,32,15,8.0,0.0645,248
0.1,0.1,0.01,0.1,32,16,8.5333,0.0717,265
0.1,0.1,0.01,0.1,32,17,8.5333,0.069,261
0.1,0.1,0.01,0.1,32,18,7.5333,0.0812,234
0.1,0.1,0.01,0.1,32,19,8.2667,0.0863,255
0.1,0.1,0.01,0.1,32,20,8.3,0.0769,247
0.1,0.1,0.01,0.1,32,21,8.1667,0.0954,262
0.1,0.1,0.01,0.1,32,22,8.0,0.1264,261
0.1,0.1,0.01,0.1,32,23,8.4,0.0959,271
100.0,10.0,0.0,0.001,302,0,9.8333,0.1298,339
100.0,10.0,0.0,0.001,302,1,9.7333,0.1565,345
100.0,10.0,0.0,0.001,302,2,8.5667,0.1789,313
100.0,10.0,0.0,0.001,302,3,10.0333,0.1228,342
100.0,10.0,0.0,0.001,302,4,7.3667,0.116,250
100.0,10.0,0.0,0.001,302,5,8.6,0.1429,301
100.0,10.0,0.0,0.001,302,6,10.2667,0.1504,359
100.0,10.0,0.0,0.001,302,7,10.2,0.1311,351
100.0,10.0,0.0,0.001,302,8,9.4333,0.1552,335
100.0,10.0,0.0,0.001,302,9,10.8,0.1102,363
100.0,10.0,0.0,0.001,302,10,8.7,0.119,294
100.0,10.0,0.0,0.001,302,11,9.4667,0.1577,336
100.0,10.0,0.0,0.001,302,12,7.9333,0.1355,273
100.0,10.0,0.0,0.001,302,13,8.7333,0.1329,301
100.0,10.0,0.0,0.001,302,14,9.6667,0.1369,336
100.0,10.0,0.0,0.001,302,15,6.4667,0.1565,230
100.0,10.0,0.0,0.001,302,16,8.2667,0.1359,287
100.0,10.0,0.0,0.001,302,17,8.4333,0.1306,291
100.0,10.0,0.0,0.001,302,18,7.6,0.1402,264
100.0,10.0,0.0,0.001,302,19,10.2667,0.113,345
100.0,10.0,0.0,0.001,302,20,10.9,0.0997,361
100.0,10.0,0.0,0.001,302,21,9.3333,0.1442,326
100.0,10.0,0.0,0.001,302,22,9.7333,0.1216,329
100.0,10.0,0.0,0.001,302,23,7.0,0.1606,249
100.0,0.1,0.01,0.1,272,0,8.7667,0.0906,265
100.0,0.1,0.01,0.1,272,1,8.4333,0.1273,275
100.0,0.1,0.01,0.1,272,2,8.7,0.1438,299
100.0,0.1,0.01,0.1,272,3,9.0,0.1186,295
100.0,0.1,0.01,0.1,272,4,8.4,0.0821,268
100.0,0.1,0.01,0.1,272,5,9.3,0.0839,298
100.0,0.1,0.01,0.1,272,6,9.4333,0.114,307
100.0,0.1,0.01,0.1,272,7,9.4333,0.0836,299
100.0,0.1,0.01,0.1,272,8,9.2667,0.1007,298
100.0,0.1,0.01,0.1,272,9,9.4333,0.1122,303
100.0,0.1,0.01,0.1,272,10,9.2333,0.0912,296
100.0,0.1,0.01,0.1,272,11,8.5667,0.1333,285
100.0,0.1,0.01,0.1,272,12,8.5,0.1131,283
100.0,0.1,0.01,0.1,272,13,8.7667,0.1189,286
100.0,0.1,0.01,0.1,272,14,9.5333,0.1215,321
100.0,0.1,0.01,0.1,272,15,8.6,0.0786,280
100.0,0.1,0.01,0.1,272,16,8.3667,0.1151,278
100.0,0.1,0.01,0.1,272,17,9.1,0.0976,297
100.0,0.1,0.01,0.1,272,18,9.1333,0.0759,290
100.0,0.1,0.01,0.1,272,19,8.6,0.1064,282
100.0,0.1,0.01,0.1,272,20,8.6333,0.0798,263
100.0,0.1,0.01,0.1,272,21,8.5667,0.1271,291
100.0,0.1,0.01,0.1,272,22,8.2333,0.1328,271
100.0,0.1,0.01,0.1,272,23,8.3333,0.1206,282
1.0,1.0,1.0,0.1,140,0,7.5,0.1462,253
1.0,1.0,1.0,0.1,140,1,8.3,0.1439,278
1.0,1.0,1.0,0.1,140,2,7.2667,0.1797,256
1.0,1.0,1.0,0.1,140,3,8.3,0.1309,275
1.0,1.0,1.0,0.1,140,4,7.1,0.1092,229
1.0,1.0,1.0,0.1,140,5,7.4667,0.144,257
1.0,1.0,1.0,0.1,140,6,8.2,0.1355,273
1.0,1.0,1.0,0.1,140,7,8.1667,0.1061,264
1.0,1.0,1.0,0.1,140,8,7.4333,0.14,250
1.0,1.0,1.0,0.1,140,9,7.8333,0.1412,262
1.0,1.0,1.0,0.1,140,10,8.2333,0.1099,273
1.0,1.0,1.0,0.1,140,11,7.9333,0.1667,276
1.0,1.0,1.0,0.1,140,12,7.5333,0.1351,259
1.0,1.0,1.0,0.1,140,13,7.6,0.12,250
1.0,1.0,1.0,0.1,140,14,8.0333,0.1277,274
1.0,1.0,1.0,0.1,140,15,7.5,0.1111,252
1.0,1.0,1.0,0.1,140,16,7.3333,0.1074,242
1.0,1.0,1.0,0.1,140,17,7.6667,0.0864,243
1.0,1.0,1.0,0.1,140,18,7.8333,0.0866,254
1.0,1.0,1.0,0.1,140,19,7.0667,0.1387,238
1.0,1.0,1.0,0.1,140,20,8.3333,0.1082,268
1.0,1.0,1.0,0.1,140,21,7.8,0.1353,266
1.0,1.0,1.0,0.1,140,22,8.2,0.1338,269
1.0,1.0,1.0,0.1,140,23,7.6,0.1111,252
1.0,0.01,0.0,0.1,84,0,8.0,0.1385,260
1.0,0.01,0.0,0.1,84,1,8.7667,0.1036,280
1.0,0.01,0.0,0.1,84,2,7.9333,0.0972,247
1.0,0.01,0.0,0.1,84,3,8.4,0.1245,273
1.0,0.01,0.0,0.1,84,4,7.0667,0.0818,220
1.0,0.01,0.0,0.1,84,5,8.5333,0.0802,262
1.0,0.01,0.0,0.1,84,6,7.5333,0.1518,257
