LAMBDA,NOISE_TEMPERATURE,h_NULL,h_LR,j,dag,nshd_c,tpr_c,size
0.1,10.0,0.01,0.01,71,2,2.3333,0.4118,51
0.1,10.0,0.01,0.01,71,3,2.6667,0.2195,41
0.1,10.0,0.01,0.01,71,4,2.1333,0.3191,47
0.1,10.0,0.01,0.01,71,5,2.2,0.3636,44
0.1,10.0,0.01,0.01,71,6,2.6333,0.3396,53
0.1,10.0,0.01,0.01,71,7,2.9,0.2128,47
0.1,10.0,0.01,0.01,71,8,2.6333,0.3269,52
0.1,10.0,0.01,0.01,71,9,2.6,0.2558,43
0.1,10.0,0.01,0.01,71,10,2.3,0.2885,52
0.1,10.0,0.01,0.01,71,11,2.8,0.3333,54
0.1,10.0,0.01,0.01,71,12,2.0667,0.3725,51
0.1,10.0,0.01,0.01,71,13,2.3333,0.275,40
0.1,10.0,0.01,0.01,71,14,2.4333,0.3208,53
0.1,10.0,0.01,0.01,71,15,1.6,0.3922,51
0.1,10.0,0.01,0.01,71,16,2.1333,0.3462,52
0.1,10.0,0.01,0.01,71,17,2.0667,0.36,50
0.1,10.0,0.01,0.01,71,18,1.8667,0.5,54
0.1,10.0,0.01,0.01,71,19,2.6667,0.2593,54
0.1,10.0,0.01,0.01,71,20,2.9333,0.18,50
0.1,10.0,0.01,0.01,71,21,2.5333,0.2885,52
0.1,10.0,0.01,0.01,71,22,2.6,0.26,50
0.1,10.0,0.01,0.01,71,23,1.8667,0.4,55
1.0,0.1,0.0,0.1,104,0,3.2667,0.1731,52
1.0,0.1,0.0,0.1,104,1,3.5,0.0943,53
1.0,0.1,0.0,0.1,104,2,2.8333,0.2245,49
1.0,0.1,0.0,0.1,104,3,3.2667,0.1,50
1.0,0.1,0.0,0.1,104,4,2.6667,0.0943,53
1.0,0.1,0.0,0.1,104,5,2.7667,0.1636,55
1.0,0.1,0.0,0.1,104,6,3.2667,0.102,49
1.0,0.1,0.0,0.1,104,7,3.0333,0.1321,53
1.0,0.1,0.0,0.1,104,8,2.9667,0.1852,54
1.0,0.1,0.0,0.1,104,9,3.1,0.12,50
1.0,0.1,0.0,0.1,104,10,2.4,0.2075,53
1.0,0.1,0.0,0.1,104,11,3.4333,0.1,50
1.0,0.1,0.0,0.1,104,12,2.9,0.1429,56
1.0,0.1,0.0,0.1,104,13,3.0667,0.0909,55
1.0,0.1,0.0,0.1,104,14,2.8667,0.1765,51
1.0,0.1,0.0,0.1,104,15,2.5333,0.1091,55
1.0,0.1,0.0,0.1,104,16,2.6,0.2281,57
1.0,0.1,0.0,0.1,104,17,2.5,0.2,55
1.0,0.1,0.0,0.1,104,18,2.6667,0.1887,53
1.0,0.1,0.0,0.1,104,19,3.0667,0.1695,59
1.0,0.1,0.0,0.1,104,20,3.2333,0.08,50
1.0,0.1,0.0,0.1,104,21,2.7333,0.2075,53
1.0,0.1,0.0,0.1,104,22,3.1667,0.1111,54
1.0,0.1,0.0,0.1,104,23,2.3,0.2453,53
10.0,1.0,0.001,0.001,206,0,2.3333,0.4182,55
10.0,1.0,0.001,0.001,206,1,2.7333,0.339,59
10.0,1.0,0.001,0.001,206,2,1.6333,0.6,45
10.0,1.0,0.001,0.001,206,3,3.0,0.1277,47
10.0,1.0,0.001,0.001,206,4,1.4333,0.5,40
10.0,1.0,0.001,0.001,206,5,1.8,0.4792,48
10.0,1.0,0.001,0.001,206,6,1.9667,0.4889,45
10.0,1.0,0.001,0.001,206,7,1.7333,0.5625,48
10.0,1.0,0.001,0.001,206,8,1.8333,0.5098,51
10.0,1.0,0.001,0.001,206,9,2.5,0.2885,52
10.0,1.0,0.001,0.001,206,10,1.3,0.55,40
10.0,1.0,0.001,0.001,206,11,2.8,0.2727,55
10.0,1.0,0.001,0.001,206,12,0.9667,0.7234,47
10.0,1.0,0.001,0.001,206,13,2.3667,0.2727,55
10.0,1.0,0.001,0.001,206,14,1.2333,0.6591,44
10.0,1.0,0.001,0.001,206,15,1.0,0.5789,38
10.0,1.0,0.001,0.001,206,16,1.1333,0.5918,49
10.0,1.0,0.001,0.001,206,17,0.7333,0.8095,42
10.0,1.0,0.001,0.001,206,18,0.9667,0.7727,44
10.0,1.0,0.001,0.001,206,19,1.3,0.7097,31
10.0,1.0,0.001,0.001,206,20,2.8333,0.1667,48
10.0,1.0,0.001,0.001,206,21,1.2667,0.6512,43
10.0,1.0,0.001,0.001,206,22,2.5333,0.2778,54
10.0,1.0,0.001,0.001,206,23,0.7667,0.775,40
0.1,0.1,0.1,0.001,34,0,2.9667,0.2549,51
0.1,0.1,0.1,0.001,34,1,2.4667,0.3333,51
0.1,0.1,0.1,0.001,34,2,2.3,0.3725,51
0.1,0.1,0.1,0.001,34,3,2.7667,0.2449,49
0.1,0.1,0.1,0.001,34,4,2.0333,0.3061,49
0.1,0.1,0.1,0.001,34,5,1.7333,0.5,52
0.1,0.1,0.1,0.001,34,6,2.1667,0.4231,52
0.1,0.1,0.1,0.001,34,7,2.1,0.4746,59
0.1,0.1,0.1,0.001,34,8,2.5333,0.2885,52
0.1,0.1,0.1,0.001,34,9,2.3333,0.3396,53
0.1,0.1,0.1,0.001,34,10,1.6333,0.4314,51
0.1,0.1,0.1,0.001,34,11,2.4667,0.3929,56
0.1,0.1,0.1,0.001,34,12,1.2333,0.5962,52
0.1,0.1,0.1,0.001,34,13,2.1,0.3654,52
0.1,0.1,0.1,0.001,34,14,2.1333,0.4259,54
0.1,0.1,0.1,0.001,34,15,1.4333,0.42,50
0.1,0.1,0.1,0.001,34,16,1.9,0.3462,52
0.1,0.1,0.1,0.001,34,17,1.7667,0.3818,55
0.1,0.1,0.1,0.001,34,18,2.0,0.3958,48
0.1,0.1,0.1,0.001,34,19,1.9667,0.383,47
0.1,0.1,0.1,0.001,34,20,2.4333,0.2885,52
0.1,0.1,0.1,0.001,34,21,2.0667,0.3654,52
0.1,0.1,0.1,0.001,34,22,2.6,0.2353,51
0.1,0.1,0.1,0.001,34,23,1.6667,0.3542,48
1.0,1.0,0.1,0.001,134,0,2.4667,0.38,50
1.0,1.0,0.1,0.001,134,1,2.8,0.2909,55
1.0,1.0,0.1,0.001,134,2,2.1,0.42,50
1.0,1.0,0.1,0.001,134,3,2.7667,0.175,40
1.0,1.0,0.1,0.001,134,4,1.8,0.3659,41
1.0,1.0,0.1,0.001,134,5,1.9667,0.4375,48
1.0,1.0,0.1,0.001,134,6,2.3667,0.3556,45
1.0,1.0,0.1,0.001,134,7,2.2333,0.4082,49
1.0,1.0,0.1,0.001,134,8,2.0,0.4906,53
1.0,1.0,0.1,0.001,134,9,2.3,0.3778,45
1.0,1.0,0.1,0.001,134,10,1.7667,0.4118,51
1.0,1.0,0.1,0.001,134,11,2.5667,0.3409,44
1.0,1.0,0.1,0.001,134,12,1.5,0.5385,52
1.0,1.0,0.1,0.001,134,13,2.1667,0.2564,39
1.0,1.0,0.1,0.001,134,14,1.9,0.4565,46
1.0,1.0,0.1,0.001,134,15,1.4,0.4255,47
1.0,1.0,0.1,0.001,134,16,1.4667,0.5,52
1.0,1.0,0.1,0.001,134,17,1.5,0.5,48
1.0,1.0,0.1,0.001,134,18,1.4333,0.6122,49
1.0,1.0,0.1,0.001,134,19,1.7,0.5116,43
1.0,1.0,0.1,0.001,134,20,2.9,0.1224,49
1.0,1.0,0.1,0.001,134,21,1.8,0.46,50
1.0,1.0,0.1,0.001,134,22,2.4,0.2381,42
1.0,1.0,0.1,0.001,134,23,1.3667,0.5306,49
1.0,10.0,0.01,0.001,150,0,2.7333,0.386,57
1.0,10.0,0.01,0.001,150,1,3.5667,0.1667,60
1.0,10.0,0.01,0.001,150,2,2.6333,0.3214,56
1.0,10.0,0.01,0.001,150,3,3.0667,0.1961,51
1.0,10.0,0.01,0.001,150,4,2.4667,0.2593,54
1.0,10.0,0.01,0.001,150,5,2.6,0.2222,45
1.0,10.0,0.01,0.001,150,6,2.9333,0.2264,53
1.0,10.0,0.01,0.001,150,7,3.1667,0.14,50
1.0,10.0,0.01,0.001,150,8,2.9667,0.25,56
1.0,10.0,0.01,0.001,150,9,3.1667,0.1667,54
1.0,10.0,0.01,0.001,150,10,2.5333,0.2075,53
1.0,10.0,0.01,0.001,150,11,3.3,0.2281,57
1.0,10.0,0.01,0.001,150,12,2.2667,0.3269,52
1.0,10.0,0.01,0.001,150,13,2.7333,0.2,50
1.0,10.0,0.01,0.001,150,14,2.7,0.2712,59
1.0,10.0,0.01,0.001,150,15,1.8333,0.3269,52
1.0,10.0,0.01,0.001,150,16,2.1667,0.3269,52
1.0,10.0,0.01,0.001,150,17,2.2333,0.3269,52
1.0,10.0,0.01,0.001,150,18,2.6333,0.2667,60
1.0,10.0,0.01,0.001,150,19,2.7,0.2727,55
1.0,10.0,0.01,0.001,150,20,3.2,0.1176,51
1.0,10.0,0.01,0.001,150,21,2.8333,0.1887,53
1.0,10.0,0.01,0.001,150,22,2.9667,0.2105,57
1.0,10.0,0.01,0.001,150,23,1.8333,0.3962,53
10.0,0.01,0.1,0.1,176,0,3.1,0.2037,54
10.0,0.01,0.1,0.1,176,1,3.3333,0.1455,55
10.0,0.01,0.1,0.1,176,2,3.4333,0.1091,55
10.0,0.01,0.1,0.1,176,3,3.4,0.0784,51
10.0,0.01,0.1,0.1,176,4,2.8667,0.0909,55
10.0,0.01,0.1,0.1,176,5,3.2,0.125,56
10.0,0.01,0.1,0.1,176,6,3.5,0.037,54
10.0,0.01,0.1,0.1,176,7,3.4667,0.0893,56
10.0,0.01,0.1,0.1,176,8,3.2333,0.1569,51
10.0,0.01,0.1,0.1,176,9,3.3333,0.0909,55
10.0,0.01,0.1,0.1,176,10,3.1,0.0893,56
10.0,0.01,0.1,0.1,176,11,3.4333,0.1091,55
10.0,0.01,0.1,0.1,176,12,2.9,0.0962,52
10.0,0.01,0.1,0.1,176,13,3.0667,0.1111,54
10.0,0.01,0.1,0.1,176,14,3.3333,0.0862,58
10.0,0.01,0.1,0.1,176,15,2.8667,0.0727,55
10.0,0.01,0.1,0.1,176,16,2.8333,0.1754,57
10.0,0.01,0.1,0.1,176,17,2.8,0.1607,56
10.0,0.01,0.1,0.1,176,18,3.3333,0.0536,56
10.0,0.01,0.1,0.1,176,19,3.0,0.1273,55
10.0,0.01,0.1,0.1,176,20,3.3333,0.0588,51
10.0,0.01,0.1,0.1,176,21,3.1,0.1273,55
10.0,0.01,0.1,0.1,176,22,3.1,0.1273,55
10.0,0.01,0.1,0.1,176,23,3.0,0.0909,55
10.0,0.1,0.01,0.1,192,0,3.0667,0.2041,49
10.0,0.1,0.01,0.1,192,1,3.2,0.0889,45
10.0,0.1,0.01,0.1,192,2,2.7333,0.2653,49
10.0,0.1,0.01,0.1,192,3,3.2,0.0816,49
10.0,0.1,0.01,0.1,192,4,2.3667,0.24,50
10.0,0.1,0.01,0.1,192,5,2.7333,0.2264,53
10.0,0.1,0.01,0.1,192,6,2.9667,0.2,50
10.0,0.1,0.01,0.1,192,7,3.0333,0.16,50
10.0,0.1,0.01,0.1,192,8,3.1,0.1296,54
10.0,0.1,0.01,0.1,192,9,3.3,0.0612,49
10.0,0.1,0.01,0.1,192,10,2.1667,0.3125,48
10.0,0.1,0.01,0.1,192,11,3.1333,0.1702,47
10.0,0.1,0.01,0.1,192,12,2.5667,0.1569,51
10.0,0.1,0.01,0.1,192,13,2.7,0.2,55
10.0,0.1,0.01,0.1,192,14,2.7667,0.18,50
10.0,0.1,0.01,0.1,192,15,2.2667,0.14,50
10.0,0.1,0.01,0.1,192,16,2.1,0.34,50
10.0,0.1,0.01,0.1,192,17,2.6,0.125,48
10.0,0.1,0.01,0.1,192,18,2.6667,0.1429,49
10.0,0.1,0.01,0.1,192,19,3.0333,0.1228,57
10.0,0.1,0.01,0.1,192,20,3.2667,0.0962,52
10.0,0.1,0.01,0.1,192,21,2.8667,0.16,50
10.0,0.1,0.01,0.1,192,22,3.1,0.1154,52
10.0,0.1,0.01,0.1,192,23,2.0667,0.3462,52
0.1,0.1,0.0,0.0001,21,0,2.4,0.4314,51
0.1,0.1,0.0,0.0001,21,1,3.2667,0.2241,58
0.1,0.1,0.0,0.0001,21,2,2.3,0.4038,52
0.1,0.1,0.0,0.0001,21,3,2.7667,0.1951,41
0.1,0.1,0.0,0.0001,21,4,2.1,0.3191,47
0.1,0.1,0.0,0.0001,21,5,2.4667,0.25,48
0.1,0.1,0.0,0.0001,21,6,2.6,0.3333,54
0.1,0.1,0.0,0.0001,21,7,2.8,0.2273,44
0.1,0.1,0.0,0.0001,21,8,2.6333,0.3208,53
0.1,0.1,0.0,0.0001,21,9,2.5333,0.3095,42
0.1,0.1,0.0,0.0001,21,10,2.3333,0.2692,52
0.1,0.1,0.0,0.0001,21,11,2.7,0.3519,54
0.1,0.1,0.0,0.0001,21,12,2.0333,0.3922,51
0.1,0.1,0.0,0.0001,21,13,2.4333,0.2381,42
0.1,0.1,0.0,0.0001,21,14,2.4333,0.3148,54
0.1,0.1,0.0,0.0001,21,15,1.3667,0.4583,48
0.1,0.1,0.0,0.0001,21,16,1.8667,0.4231,52
0.1,0.1,0.0,0.0001,21,17,2.0667,0.3725,51
0.1,0.1,0.0,0.0001,21,18,2.1,0.4259,54
0.1,0.1,0.0,0.0001,21,19,2.5667,0.2642,53
0.1,0.1,0.0,0.0001,21,20,2.9333,0.1875,48
0.1,0.1,0.0,0.0001,21,21,2.6,0.2692,52
0.1,0.1,0.0,0.0001,21,22,2.7,0.2353,51
0.1,0.1,0.0,0.0001,21,23,1.8333,0.3889,54
100.0,10.0,0.1,0.001,314,0,2.6667,0.3818,55
100.0,10.0,0.1,0.001,314,1,3.2333,0.2241,58
100.0,10.0,0.1,0.001,314,2,2.3333,0.4151,53
100.0,10.0,0.1,0.001,314,3,3.0667,0.18,50
100.0,10.0,0.1,0.001,314,4,2.1333,0.32,50
100.0,10.0,0.1,0.001,314,5,2.6667,0.2364,55
100.0,10.0,0.1,0.001,314,6,2.6,0.3208,53
100.0,10.0,0.1,0.001,314,7,2.9333,0.2,50
100.0,10.0,0.1,0.001,314,8,2.6667,0.2982,57
100.0,10.0,0.1,0.001,314,9,2.9667,0.2037,54
100.0,10.0,0.1,0.001,314,10,2.1667,0.3396,53
100.0,10.0,0.1,0.001,314,11,3.0667,0.2727,55
100.0,10.0,0.1,0.001,314,12,2.2333,0.3148,54
100.0,10.0,0.1,0.001,314,13,2.6333,0.2245,49
100.0,10.0,0.1,0.001,314,14,2.2333,0.3774,53
100.0,10.0,0.1,0.001,314,15,1.6333,0.3725,51
100.0,10.0,0.1,0.001,314,16,1.7,0.4717,53
100.0,10.0,0.1,0.001,314,17,1.9667,0.3673,49
100.0,10.0,0.1,0.001,314,18,2.2333,0.3571,56
100.0,10.0,0.1,0.001,314,19,2.5333,0.2778,54
100.0,10.0,0.1,0.001,314,20,3.0667,0.1373,51
100.0,10.0,0.1,0.001,314,21,2.5333,0.2692,52
100.0,10.0,0.1,0.001,314,22,2.7333,0.2407,54
100.0,10.0,0.1,0.001,314,23,1.4333,0.5385,52
10.0,0.01,0.0,0.01,163,0,3.0,0.2679,56
10.0,0.01,0.0,0.01,163,1,3.2,0.1458,48
10.0,0.01,0.0,0.01,163,2,2.7,0.2745,51
10.0,0.01,0.0,0.01,163,3,3.3667,0.06,50
10.0,0.01,0.0,0.01,163,4,2.4333,0.1667,48
10.0,0.01,0.0,0.01,163,5,2.7,0.2143,56
10.0,0.01,0.0,0.01,163,6,2.9667,0.1569,51
10.0,0.01,0.0,0.01,163,7,3.1333,0.1296,54
10.0,0.01,0.0,0.01,163,8,2.9,0.1957,46
10.0,0.01,0.0,0.01,163,9,3.1667,0.06,50
10.0,0.01,0.0,0.01,163,10,2.4667,0.1961,51
10.0,0.01,0.0,0.01,163,11,3.4333,0.1346,52
10.0,0.01,0.0,0.01,163,12,2.7,0.0833,48
10.0,0.01,0.0,0.01,163,13,2.8333,0.1458,48
10.0,0.01,0.0,0.01,163,14,2.5667,0.234,47
10.0,0.01,0.0,0.01,163,15,2.3333,0.16,50
10.0,0.01,0.0,0.01,163,16,2.2333,0.24,50
10.0,0.01,0.0,0.01,163,17,2.6,0.0851,47
10.0,0.01,0.0,0.01,163,18,2.6,0.14,50
10.0,0.01,0.0,0.01,163,19,2.9,0.1538,52
10.0,0.01,0.0,0.01,163,20,3.4,0.0385,52
10.0,0.01,0.0,0.01,163,21,2.9667,0.0962,52
10.0,0.01,0.0,0.01,163,22,3.0333,0.1321,53
10.0,0.01,0.0,0.01,163,23,2.2667,0.26,50
10.0,0.1,0.01,0.0001,189,0,2.3667,0.3929,56
10.0,0.1,0.01,0.0001,189,1,2.7667,0.3158,57
10.0,0.1,0.01,0.0001,189,2,1.6667,0.587,46
10.0,0.1,0.01,0.0001,189,3,2.9667,0.1277,47
10.0,0.1,0.01,0.0001,189,4,1.5333,0.439,41
10.0,0.1,0.01,0.0001,189,5,1.7333,0.4894,47
10.0,0.1,0.01,0.0001,189,6,1.9667,0.4884,43
10.0,0.1,0.01,0.0001,189,7,1.7667,0.5532,47
10.0,0.1,0.01,0.0001,189,8,1.8667,0.4902,51
10.0,0.1,0.01,0.0001,189,9,2.6333,0.2407,54
10.0,0.1,0.01,0.0001,189,10,1.3333,0.5366,41
10.0,0.1,0.01,0.0001,189,11,2.8333,0.2642,53
10.0,0.1,0.01,0.0001,189,12,0.9,0.7447,47
10.0,0.1,0.01,0.0001,189,13,2.5,0.2264,53
10.0,0.1,0.01,0.0001,189,14,1.2667,0.6667,42
10.0,0.1,0.01,0.0001,189,15,1.0,0.5676,37
10.0,0.1,0.01,0.0001,189,16,1.0,0.6383,47
10.0,0.1,0.01,0.0001,189,17,0.6667,0.85,40
10.0,0.1,0.01,0.0001,189,18,0.9,0.8293,41
10.0,0.1,0.01,0.0001,189,19,1.4667,0.625,32
10.0,0.1,0.01,0.0001,189,20,2.8667,0.1458,48
10.0,0.1,0.01,0.0001,189,21,1.2,0.6744,43
10.0,0.1,0.01,0.0001,189,22,2.4667,0.2963,54
10.0,0.1,0.01,0.0001,189,23,0.8333,0.7619,42
1.0,10.0,0.0,0.1,144,0,1.9,0.5536,56
1.0,10.0,0.0,0.1,144,1,1.7333,0.5818,55
1.0,10.0,0.0,0.1,144,2,1.6667,0.551,49
1.0,10.0,0.0,0.1,144,3,1.7,0.5741,54
1.0,10.0,0.0,0.1,144,4,1.2667,0.58,50
1.0,10.0,0.0,0.1,144,5,1.4667,0.5098,51
1.0,10.0,0.0,0.1,144,6,1.9333,0.4906,53
1.0,10.0,0.0,0.1,144,7,1.5667,0.5789,57
1.0,10.0,0.0,0.1,144,8,1.5,0.6226,53
1.0,10.0,0.0,0.1,144,9,1.4667,0.5918,49
1.0,10.0,0.0,0.1,144,10,1.3333,0.5319,47
1.0,10.0,0.0,0.1,144,11,2.0,0.5192,52
1.0,10.0,0.0,0.1,144,12,0.9333,0.7143,49
1.0,10.0,0.0,0.1,144,13,1.6667,0.449,49
1.0,10.0,0.0,0.1,144,14,1.4333,0.5686,51
1.0,10.0,0.0,0.1,144,15,1.2667,0.4651,43
1.0,10.0,0.0,0.1,144,16,0.9333,0.6531,49
1.0,10.0,0.0,0.1,144,17,1.0333,0.6122,49
1.0,10.0,0.0,0.1,144,18,1.1333,0.66,50
1.0,10.0,0.0,0.1,144,19,1.7667,0.36,50
1.0,10.0,0.0,0.1,144,20,1.7667,0.5,52
1.0,10.0,0.0,0.1,144,21,1.3,0.5849,53
1.0,10.0,0.0,0.1,144,22,2.5333,0.2264,53
1.0,10.0,0.0,0.1,144,23,0.9333,0.68,50
1.0,0.1,0.1,0.1,116,0,3.1333,0.1915,47
1.0,0.1,0.1,0.1,116,1,3.3,0.1569,51
1.0,0.1,0.1,0.1,116,2,3.1,0.1273,55
1.0,0.1,0.1,0.1,116,3,3.2,0.1429,49
1.0,0.1,0.1,0.1,116,4,2.5333,0.1923,52
1.0,0.1,0.1,0.1,116,5,3.0,0.1132,53
1.0,0.1,0.1,0.1,116,6,3.1333,0.1429,49
1.0,0.1,0.1,0.1,116,7,3.1333,0.098,51
1.0,0.1,0.1,0.1,116,8,3.0333,0.16,50
1.0,0.1,0.1,0.1,116,9,3.2333,0.1154,52
1.0,0.1,0.1,0.1,116,10,2.5,0.1765,51
1.0,0.1,0.1,0.1,116,11,3.2667,0.1224,49
1.0,0.1,0.1,0.1,116,12,2.8,0.1636,55
1.0,0.1,0.1,0.1,116,13,2.9667,0.1154,52
1.0,0.1,0.1,0.1,116,14,2.7667,0.2075,53
1.0,0.1,0.1,0.1,116,15,2.1333,0.1837,49
1.0,0.1,0.1,0.1,116,16,2.6333,0.1296,54
1.0,0.1,0.1,0.1,116,17,2.8,0.0962,52
1.0,0.1,0.1,0.1,116,18,2.5333,0.2308,52
1.0,0.1,0.1,0.1,116,19,2.9,0.1698,53
1.0,0.1,0.1,0.1,116,20,3.2333,0.0213,47
1.0,0.1,0.1,0.1,116,21,2.8,0.2075,53
1.0,0.1,0.1,0.1,116,22,2.8333,0.1698,53
1.0,0.1,0.1,0.1,116,23,2.3333,0.1923,52
100.0,1.0,0.0,0.1,284,0,2.4,0.3922,51
100.0,1.0,0.0,0.1,284,1,2.9333,0.2407,54
100.0,1.0,0.0,0.1,284,2,2.2333,0.3404,47
100.0,1.0,0.0,0.1,284,3,2.9667,0.1875,48
100.0,1.0,0.0,0.1,284,4,1.9,0.2667,45
100.0,1.0,0.0,0.1,284,5,1.9333,0.434,53
100.0,1.0,0.0,0.1,284,6,2.1333,0.4151,53
100.0,1.0,0.0,0.1,284,7,2.2,0.3922,51
100.0,1.0,0.0,0.1,284,8,2.2667,0.3846,52
100.0,1.0,0.0,0.1,284,9,2.5,0.2885,52
100.0,1.0,0.0,0.1,284,10,1.6667,0.3878,49
100.0,1.0,0.0,0.1,284,11,2.6667,0.3455,55
100.0,1.0,0.0,0.1,284,12,1.2667,0.6111,54
100.0,1.0,0.0,0.1,284,13,2.4667,0.2778,54
100.0,1.0,0.0,0.1,284,14,1.8,0.4615,52
100.0,1.0,0.0,0.1,284,15,1.4333,0.3333,48
100.0,1.0,0.0,0.1,284,16,1.0667,0.5962,52
100.0,1.0,0.0,0.1,284,17,1.4333,0.46,50
100.0,1.0,0.0,0.1,284,18,1.6,0.5098,51
100.0,1.0,0.0,0.1,284,19,2.4,0.28,50
100.0,1.0,0.0,0.1,284,20,2.9667,0.1224,49
100.0,1.0,0.0,0.1,284,21,1.5333,0.56,50
100.0,1.0,0.0,0.1,284,22,2.5667,0.2449,49
100.0,1.0,0.0,0.1,284,23,1.3,0.5,50
10.0,0.01,0.01,0.0001,169,0,2.0667,0.5273,55
10.0,0.01,0.01,0.0001,169,1,1.9,0.4909,55
10.0,0.01,0.01,0.0001,169,2,1.9,0.4717,53
10.0,0.01,0.01,0.0001,169,3,3.0,0.1429,49
10.0,0.01,0.01,0.0001,169,4,1.4,0.5208,48
10.0,0.01,0.01,0.0001,169,5,1.4,0.5283,53
10.0,0.01,0.01,0.0001,169,6,1.9667,0.48,50
10.0,0.01,0.01,0.0001,169,7,1.1333,0.7407,54
10.0,0.01,0.01,0.0001,169,8,1.8667,0.5185,54
10.0,0.01,0.01,0.0001,169,9,1.7333,0.5192,52
10.0,0.01,0.01,0.0001,169,10,1.5,0.4694,49
10.0,0.01,0.01,0.0001,169,11,2.1667,0.4545,55
10.0,0.01,0.01,0.0001,169,12,0.8333,0.7308,52
10.0,0.01,0.01,0.0001,169,13,1.8333,0.4151,53
10.0,0.01,0.01,0.0001,169,14,1.3,0.6275,51
10.0,0.01,0.01,0.0001,169,15,1.1667,0.4565,46
10.0,0.01,0.01,0.0001,169,16,0.9333,0.66,50
10.0,0.01,0.01,0.0001,169,17,1.2,0.5577,52
10.0,0.01,0.01,0.0001,169,18,0.7333,0.82,50
10.0,0.01,0.01,0.0001,169,19,1.6667,0.46,50
10.0,0.01,0.01,0.0001,169,20,2.6333,0.22,50
10.0,0.01,0.01,0.0001,169,21,1.1,0.68,50
10.0,0.01,0.01,0.0001,169,22,2.2667,0.3462,52
10.0,0.01,0.01,0.0001,169,23,0.6667,0.7255,51
1.0,0.1,0.0,0.001,102,0,2.1333,0.5,60
1.0,0.1,0.0,0.001,102,1,1.9667,0.5,58
1.0,0.1,0.0,0.001,102,2,1.7,0.56,50
1.0,0.1,0.0,0.001,102,3,2.1667,0.375,56
1.0,0.1,0.0,0.001,102,4,1.7,0.4286,49
1.0,0.1,0.0,0.001,102,5,1.5667,0.5185,54
1.0,0.1,0.0,0.001,102,6,1.7333,0.5102,49
1.0,0.1,0.0,0.001,102,7,1.5333,0.5714,56
1.0,0.1,0.0,0.001,102,8,1.6667,0.5769,52
1.0,0.1,0.0,0.001,102,9,1.7,0.5283,53
1.0,0.1,0.0,0.001,102,10,1.3667,0.5,42
1.0,0.1,0.0,0.001,102,11,2.1333,0.4615,52
1.0,0.1,0.0,0.001,102,12,1.1333,0.62,50
1.0,0.1,0.0,0.001,102,13,1.7,0.4444,54
1.0,0.1,0.0,0.001,102,14,1.1667,0.6735,49
1.0,0.1,0.0,0.001,102,15,1.2,0.4681,47
1.0,0.1,0.0,0.001,102,16,1.3667,0.4808,52
1.0,0.1,0.0,0.001,102,17,1.0,0.6667,48
1.0,0.1,0.0,0.001,102,18,1.0,0.7292,48
1.0,0.1,0.0,0.001,102,19,1.8667,0.36,50
1.0,0.1,0.0,0.001,102,20,1.9667,0.4423,52
1.0,0.1,0.0,0.001,102,21,1.0,0.6981,53
1.0,0.1,0.0,0.001,102,22,2.3,0.3019,53
1.0,0.1,0.0,0.001,102,23,1.0333,0.6275,51
10.0,0.1,0.001,0.001,186,0,2.1667,0.4828,58
10.0,0.1,0.001,0.001,186,1,1.5,0.6607,56
10.0,0.1,0.001,0.001,186,2,1.7,0.5098,51
10.0,0.1,0.001,0.001,186,3,2.9,0.1957,46
10.0,0.1,0.001,0.001,186,4,1.4,0.5,48
10.0,0.1,0.001,0.001,186,5,1.1667,0.6275,51
10.0,0.1,0.001,0.001,186,6,1.8667,0.5102,49
10.0,0.1,0.001,0.001,186,7,1.7667,0.5273,55
10.0,0.1,0.001,0.001,186,8,1.5,0.6182,55
10.0,0.1,0.001,0.001,186,9,1.7333,0.4902,51
10.0,0.1,0.001,0.001,186,10,1.1667,0.5833,48
10.0,0.1,0.001,0.001,186,11,2.1333,0.4528,53
10.0,0.1,0.001,0.001,186,12,0.8333,0.7451,51
10.0,0.1,0.001,0.001,186,13,2.0,0.375,56
10.0,0.1,0.001,0.001,186,14,1.0,0.6792,53
10.0,0.1,0.001,0.001,186,15,1.1333,0.4783,46
10.0,0.1,0.001,0.001,186,16,0.8333,0.6667,51
10.0,0.1,0.001,0.001,186,17,1.1667,0.5833,48
10.0,0.1,0.001,0.001,186,18,0.9,0.7447,47
10.0,0.1,0.001,0.001,186,19,1.4333,0.5435,46
10.0,0.1,0.001,0.001,186,20,2.7,0.2075,53
10.0,0.1,0.001,0.001,186,21,0.9333,0.7255,51
10.0,0.1,0.001,0.001,186,22,2.2667,0.3448,58
10.0,0.1,0.001,0.001,186,23,0.6667,0.75,48
10.0,10.0,0.0,0.1,224,0,2.0667,0.5179,56
10.0,10.0,0.0,0.1,224,1,1.7667,0.5439,57
10.0,10.0,0.0,0.1,224,2,1.6333,0.5098,51
10.0,10.0,0.0,0.1,224,3,2.9,0.1875,48
10.0,10.0,0.0,0.1,224,4,1.6,0.4583,48
10.0,10.0,0.0,0.1,224,5,1.1333,0.6471,51
10.0,10.0,0.0,0.1,224,6,1.9,0.4694,49
10.0,10.0,0.0,0.1,224,7,1.4333,0.6,55
10.0,10.0,0.0,0.1,224,8,1.6667,0.5714,56
10.0,10.0,0.0,0.1,224,9,1.8333,0.451,51
